Dataset,Optimizer,objfname,k,ExecutionTime,SSE,Purity,Entropy,HS,CS,VM,AMI,ARI,Fmeasure,TWCV,SC,Accuracy,DI,DB,STDev,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50
iris,GWO,SSE,3,3.79,2.93,0.96,0.14,0.86,0.86,0.86,0.86,0.89,0.31,2.83,0.21,0.89,0.82,0.63,0.06,18.87,18.87,18.87,18.87,14.96,12.32,12.32,12.32,12.32,12.32,12.19,11.06,11.06,8.56,8.36,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.44,4.31,4.31,4.31,4.16,3.2,3.2,3.2,3.2,3.2,3.18,3.17,3.09,3.03,3.0,2.93
